"","","","","",""
"Plant","Bauer","","","",""
"Time","PV(W)","SOC(%)","Battery(W)","Grid (W)","Load(W)"
"10.09.2025 12:00:00","2025.51","99","30.17","1810","245.68"
"10.09.2025 12:05:00","2039.24","99","30.14","1920","149.38"
"10.09.2025 12:10:00","1880.32","99","0","1622","258.32"
"10.09.2025 12:15:00","2153.17","99","30.13","3231","0"
"10.09.2025 12:20:00","2043.56","99","30.11","2869","0"
"10.09.2025 12:25:00","1794.46","99","30.11","2482","0"
"10.09.2025 12:30:00","1401.13","99","0","724","677.13"
"10.09.2025 12:35:00","1806.35","99","0","1553","253.35"
"10.09.2025 12:40:00","2272.99","99","0","426","1846.99"
"10.09.2025 12:45:00","3088.61","99","0","1769","1319.61"
"10.09.2025 12:50:00","3181.9","99","0","2120","1061.9"
"10.09.2025 12:55:00","2960.86","99","0","1533","1427.86"
"10.09.2025 13:00:00","2414.96","99","0","2599","0"
"10.09.2025 13:05:00","3352.98","99","30.06","2319","1064.04"
"10.09.2025 13:10:00","3134.74","99","0","1882","1252.74"
"10.09.2025 13:15:00","2043","99","0","1807","236"
"10.09.2025 13:20:00","2276.91","99","0","2365","0"
"10.09.2025 13:25:00","2120","99","30.06","3049","0"
"10.09.2025 13:30:00","2167.68","99","30.06","3186","0"
"10.09.2025 13:35:00","2563.34","99","0","978","1585.34"
"10.09.2025 13:40:00","2734.4","99","30.05","2760","4.45"
"10.09.2025 13:45:00","2479.63","99","0","643","1836.63"
"10.09.2025 13:50:00","2141.23","99","0","2084","57.23"
"10.09.2025 13:55:00","1959.08","99","-852.88","5","1101.2"
"10.09.2025 14:00:00","1977.1","100","0","1726","251.1"
"10.09.2025 14:05:00","2019.6","100","31.01","532","1518.61"
"10.09.2025 14:10:00","1850.53","100","0","239","1611.53"
"10.09.2025 14:15:00","1798.87","100","0","1298","500.87"
"10.09.2025 14:20:00","1777.85","100","30.73","1183","625.58"
"10.09.2025 14:25:00","1838.98","100","0","1391","447.98"
"10.09.2025 14:30:00","1915.5","100","0","1519","396.5"
"10.09.2025 14:35:00","1827.55","100","0","1342","485.55"
"10.09.2025 14:40:00","1780.24","100","0","1400","380.24"
"10.09.2025 14:45:00","1807.68","99","30.47","1401","437.15"
"10.09.2025 14:50:00","1776.04","99","0","1374","402.04"
"10.09.2025 14:55:00","1743.15","99","0","1296","447.15"
"10.09.2025 15:00:00","1601.78","99","30.36","1055","577.14"
"10.09.2025 15:05:00","1486.56","99","30.34","881","635.9"
"10.09.2025 15:10:00","1354.08","99","0","627","727.08"
"10.09.2025 15:15:00","1291","99","30.31","567","754.31"
"10.09.2025 15:20:00","1184.85","99","0","246","938.85"
"10.09.2025 15:25:00","1192.35","99","0","1193","0"
"10.09.2025 15:30:00","1207.25","99","0","1332","0"
"10.09.2025 15:35:00","1250.2","99","30.22","378","902.42"
"10.09.2025 15:40:00","1194.55","99","30.2","340","884.75"
"10.09.2025 15:45:00","1198.9","99","0","374","824.9"
"10.09.2025 15:50:00","1203.15","99","30.17","271","962.32"
"10.09.2025 15:55:00","1191.25","99","30.17","1218","3.42"
"10.09.2025 16:00:00","1135.41","99","0","1198","0"
"10.09.2025 16:05:00","1015.92","99","0","997","18.92"
"10.09.2025 16:10:00","895.16","99","0","776","119.16"
"10.09.2025 16:15:00","900.41","99","30.13","752","178.54"
"10.09.2025 16:20:00","846.54","99","30.11","682","194.65"
"10.09.2025 16:25:00","778.84","99","0","510","268.84"
"10.09.2025 16:30:00","722.47","99","30.1","394","358.57"
"10.09.2025 16:35:00","661.93","99","0","301","360.93"
"10.09.2025 16:40:00","657.73","99","30.08","232","455.81"
"10.09.2025 16:45:00","658.06","99","30.08","218","470.14"
"10.09.2025 16:50:00","654.57","99","30.08","345","339.65"
"10.09.2025 16:55:00","611.11","99","30.08","324","317.19"
"10.09.2025 17:00:00","542.22","99","0","213","329.22"
"10.09.2025 17:05:00","495.88","99","0","71","424.88"
"10.09.2025 17:10:00","543.66","99","0","2","541.66"
"10.09.2025 17:15:00","492.05","99","0","89","403.05"
"10.09.2025 17:20:00","471.84","99","0","24","447.84"
"10.09.2025 17:25:00","488.17","99","30.05","13","505.22"
"10.09.2025 17:30:00","432.98","99","120.12","6","547.1"
"10.09.2025 17:35:00","382.22","99","179.94","-4","566.16"
"10.09.2025 17:40:00","377.21","99","329.34","2","704.55"
"10.09.2025 17:45:00","376.45","98","299.3","1","674.75"
"10.09.2025 17:50:00","341.52","98","329.12","-11","681.64"
"10.09.2025 17:55:00","313.88","98","448.5","5","757.38"
"10.09.2025 18:00:00","259.03","98","507.96","0","766.99"
"10.09.2025 18:05:00","255.08","97","418.46","-9","682.54"
"10.09.2025 18:10:00","189.52","97","537.84","-9","736.36"
"10.09.2025 18:15:00","188.97","96","567.53","-6","762.5"
"10.09.2025 18:20:00","80.77","96","805.95","0","886.72"
"10.09.2025 18:25:00","80.99","95","746.25","-3","830.24"
"10.09.2025 18:30:00","80.06","95","686.55","-1","767.61"
"10.09.2025 18:35:00","80.09","94","686.55","-6","772.64"
"10.09.2025 18:40:00","57.63","94","716.4","3","771.03"
"10.09.2025 18:45:00","60.01","93","716.4","-2","778.41"
